Molecule	Upper Manifold	M'	Sym'	#'	Lower Manifold	M"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
138BaF	A12	13	-	24	X	13	-	25	11627.2150645037	1918711.30677892	11701.0720068	73.856942296272	1.29735573411249	1918711.30677892	0	pP1(37)13,13	A12 v=0 35 34  1 F1e 13 - X v=0 37 36  1 F1e 13
138BaF	A12	-13	-	24	X	-13	-	25	11627.2150645037	1918711.30677892	11701.0720068	73.856942296272	1.29735573411249	1918711.30677892	0	pP1(37)-13,-13	A12 v=0 35 34  1 F1e -13 - X v=0 37 36  1 F1e -13
138BaF	A12	17	-	20	X	15	-	23	11627.2150645037	351763.739576136	11701.0720068	73.856942296272	0.237848551253957	351763.739576136	0	pP1(37)17,15	A12 v=0 35 34  1 F1e 17 - X v=0 37 36  1 F1e 15
138BaF	A12	27	-	10	X	25	-	13	11627.2150645037	95935.5653389461	11701.0720068	73.856942296272	0.0648677867056246	95935.5653389461	0	pP1(37)27,25	A12 v=0 35 34  1 F1e 27 - X v=0 37 36  1 F1e 25
138BaF	A12	15	-	22	X	15	-	23	11627.2150645037	1829171.44579591	11701.0720068	73.856942296272	1.23681246652057	1829171.44579591	0	pP1(37)15,15	A12 v=0 35 34  1 F1e 15 - X v=0 37 36  1 F1e 15
138BaF	A12	-7	-	30	X	-5	-	33	11627.2150645037	767484.522711569	11701.0720068	73.856942296272	0.518942293644997	767484.522711569	0	pP1(37)-7,-5	A12 v=0 35 34  1 F1e -7 - X v=0 37 36  1 F1e -5
138BaF	A12	19	-	18	X	17	-	21	11627.2150645037	287806.696016838	11701.0720068	73.856942296272	0.194603360116874	287806.696016838	0	pP1(37)19,17	A12 v=0 35 34  1 F1e 19 - X v=0 37 36  1 F1e 17
138BaF	A12	13	-	24	X	15	-	23	11627.2150645037	2078603.91567717	11701.0720068	73.856942296272	1.4054687119552	2078603.91567717	0	pP1(37)13,15	A12 v=0 35 34  1 F1e 13 - X v=0 37 36  1 F1e 15
138BaF	A12	-5	-	32	X	-7	-	31	11627.2150645037	1477407.70621977	11701.0720068	73.856942296272	0.998963915266618	1477407.70621977	0	pP1(37)-5,-7	A12 v=0 35 34  1 F1e -5 - X v=0 37 36  1 F1e -7
138BaF	A12	-19	-	18	X	-21	-	17	11627.2150645037	2596655.96850747	11701.0720068	73.856942296272	1.75575476016557	2596655.96850747	0	pP1(37)-19,-21	A12 v=0 35 34  1 F1e -19 - X v=0 37 36  1 F1e -21
138BaF	A12	13	-	24	X	13	-	24	11627.2650015537	1143535.34672523	11701.0720068	73.807005246272	0.773202836212937	1143535.34672523	0	pQ12(35)13,13	A12 v=0 35 34  1 F1e 13 - X v=0 35 36  1 F2f 13
138BaF	A12	-13	-	24	X	-15	-	22	11627.2650015537	3721564.73786316	11701.0720068	73.807005246272	2.51634059122553	3721564.73786316	0	pQ12(35)-13,-15	A12 v=0 35 34  1 F1e -13 - X v=0 35 36  1 F2f -15
138BaF	A12	21	-	16	X	19	-	18	11627.2650015537	3031383.64102309	11701.0720068	73.807005246272	2.04967379067098	3031383.64102309	0	pQ12(35)21,19	A12 v=0 35 34  1 F1e 21 - X v=0 35 36  1 F2f 19
138BaF	A12	15	-	22	X	13	-	24	11627.2650015537	3721564.73786316	11701.0720068	73.807005246272	2.51634059122553	3721564.73786316	0	pQ12(35)15,13	A12 v=0 35 34  1 F1e 15 - X v=0 35 36  1 F2f 13
138BaF	A12	-3	-	34	X	-3	-	34	11627.2650015537	60898.3320741245	11701.0720068	73.807005246272	0.0411764824018724	60898.3320741245	0	pQ12(35)-3,-3	A12 v=0 35 34  1 F1e -3 - X v=0 35 36  1 F2f -3
138BaF	A12	-25	-	12	X	-27	-	10	11627.2650015537	2097609.21588651	11701.0720068	73.807005246272	1.41830106050894	2097609.21588651	0	pQ12(35)-25,-27	A12 v=0 35 34  1 F1e -25 - X v=0 35 36  1 F2f -27
138BaF	A12	35	-	2	X	35	-	2	11627.2650015537	8288939.6434225	11701.0720068	73.807005246272	5.60457677136596	8288939.6434225	0	pQ12(35)35,35	A12 v=0 35 34  1 F1e 35 - X v=0 35 36  1 F2f 35
138BaF	A12	31	-	6	X	29	-	8	11627.2650015537	1339763.30563074	11701.0720068	73.807005246272	0.905882612841193	1339763.30563074	0	pQ12(35)31,29	A12 v=0 35 34  1 F1e 31 - X v=0 35 36  1 F2f 29
138BaF	A12	-23	-	14	X	-21	-	16	11627.2650015537	2747191.42467717	11701.0720068	73.807005246272	1.85751687279558	2747191.42467717	0	pQ12(35)-23,-21	A12 v=0 35 34  1 F1e -23 - X v=0 35 36  1 F2f -21
138BaF	A12	-1	-	36	X	-3	-	34	11627.2650015537	4371146.94665383	11701.0720068	73.807005246272	2.95555640351217	4371146.94665383	0	pQ12(35)-1,-3	A12 v=0 35 34  1 F1e -1 - X v=0 35 36  1 F2f -3
138BaF	A12	-29	-	8	X	-27	-	10	11627.2650015537	1732219.22344176	11701.0720068	73.807005246272	1.1712421660977	1732219.22344176	0	pQ12(35)-29,-27	A12 v=0 35 34  1 F1e -29 - X v=0 35 36  1 F2f -27
138BaF	A12	-3	-	34	X	-5	-	32	11627.2650015537	4330548.05860441	11701.0720068	73.807005246272	2.92810541524426	4330548.05860441	0	pQ12(35)-3,-5	A12 v=0 35 34  1 F1e -3 - X v=0 35 36  1 F2f -5
138BaF	A12	9	-	28	X	9	-	28	11627.2650015537	548084.988667121	11701.0720068	73.807005246272	0.370588341616851	548084.988667121	0	pQ12(35)9,9	A12 v=0 35 34  1 F1e  9 - X v=0 35 36  1 F2f  9
138BaF	A12	19	-	18	X	21	-	16	11627.2650015537	3031383.64102309	11701.0720068	73.807005246272	2.04967379067098	3031383.64102309	0	pQ12(35)19,21	A12 v=0 35 34  1 F1e 19 - X v=0 35 36  1 F2f 21
138BaF	A12	27	-	10	X	29	-	8	11627.2650015537	1732219.22344176	11701.0720068	73.807005246272	1.1712421660977	1732219.22344176	0	pQ12(35)27,29	A12 v=0 35 34  1 F1e 27 - X v=0 35 36  1 F2f 29
138BaF	A12	-15	-	22	X	-13	-	24	11627.2650015537	3721564.73786316	11701.0720068	73.807005246272	2.51634059122553	3721564.73786316	0	pQ12(35)-15,-13	A12 v=0 35 34  1 F1e -15 - X v=0 35 36  1 F2f -13
138BaF	A12	-31	-	6	X	-31	-	6	11627.2650015537	6502588.56924819	11701.0720068	73.807005246272	4.39673328757771	6502588.56924819	0	pQ12(35)-31,-31	A12 v=0 35 34  1 F1e -31 - X v=0 35 36  1 F2f -31
138BaF	A12	11	-	26	X	9	-	28	11627.2650015537	4046355.8422585	11701.0720068	73.807005246272	2.73594849736885	4046355.8422585	0	pQ12(35)11,9	A12 v=0 35 34  1 F1e 11 - X v=0 35 36  1 F2f  9
138BaF	A12	13	-	24	X	15	-	22	11627.2650015537	3721564.73786316	11701.0720068	73.807005246272	2.51634059122553	3721564.73786316	0	pQ12(35)13,15	A12 v=0 35 34  1 F1e 13 - X v=0 35 36  1 F2f 15
138BaF	A12	29	-	8	X	29	-	8	11627.2650015537	5690610.80825986	11701.0720068	73.807005246272	3.84771352221941	5690610.80825986	0	pQ12(35)29,29	A12 v=0 35 34  1 F1e 29 - X v=0 35 36  1 F2f 29
138BaF	A12	-17	-	20	X	-17	-	20	11627.2650015537	1955513.10771355	11701.0720068	73.807005246272	1.32222260157124	1955513.10771355	0	pQ12(35)-17,-17	A12 v=0 35 34  1 F1e -17 - X v=0 35 36  1 F2f -17
138BaF	A12	-19	-	18	X	-21	-	16	11627.2650015537	3031383.64102309	11701.0720068	73.807005246272	2.04967379067098	3031383.64102309	0	pQ12(35)-19,-21	A12 v=0 35 34  1 F1e -19 - X v=0 35 36  1 F2f -21
138BaF	A12	7	-	30	X	9	-	28	11627.2650015537	4168152.50640674	11701.0720068	73.807005246272	2.8183014621726	4168152.50640674	0	pQ12(35)7,9	A12 v=0 35 34  1 F1e  7 - X v=0 35 36  1 F2f  9
138BaF	A12	23	-	14	X	23	-	14	11627.2650015537	3579468.62969021	11701.0720068	73.807005246272	2.42026213228783	3579468.62969021	0	pQ12(35)23,23	A12 v=0 35 34  1 F1e 23 - X v=0 35 36  1 F2f 23
138BaF	A12	-29	-	8	X	-31	-	6	11627.2650015537	1339763.30563074	11701.0720068	73.807005246272	0.905882612841193	1339763.30563074	0	pQ12(35)-29,-31	A12 v=0 35 34  1 F1e -29 - X v=0 35 36  1 F2f -31
138BaF	A12	9	-	28	X	11	-	26	11627.2650015537	4046355.8422585	11701.0720068	73.807005246272	2.73594849736885	4046355.8422585	0	pQ12(35)9,11	A12 v=0 35 34  1 F1e  9 - X v=0 35 36  1 F2f 11
138BaF	A12	21	-	16	X	21	-	16	11627.2650015537	2984018.2716321	11701.0720068	73.807005246272	2.01764763769175	2984018.2716321	0	pQ12(35)21,21	A12 v=0 35 34  1 F1e 21 - X v=0 35 36  1 F2f 21
138BaF	A12	-27	-	10	X	-25	-	12	11627.2650015537	2097609.21588651	11701.0720068	73.807005246272	1.41830106050894	2097609.21588651	0	pQ12(35)-27,-25	A12 v=0 35 34  1 F1e -27 - X v=0 35 36  1 F2f -25
138BaF	A12	29	-	8	X	27	-	10	11627.2650015537	1732219.22344176	11701.0720068	73.807005246272	1.1712421660977	1732219.22344176	0	pQ12(35)29,27	A12 v=0 35 34  1 F1e 29 - X v=0 35 36  1 F2f 27
138BaF	A12	-11	-	26	X	-11	-	26	11627.2650015537	818744.242329896	11701.0720068	73.807005246272	0.553594930069618	818744.242329896	0	pQ12(35)-11,-11	A12 v=0 35 34  1 F1e -11 - X v=0 35 36  1 F2f -11
138BaF	A12	-7	-	30	X	-5	-	32	11627.2650015537	4262883.24518872	11701.0720068	73.807005246272	2.88235376813107	4262883.24518872	0	pQ12(35)-7,-5	A12 v=0 35 34  1 F1e -7 - X v=0 35 36  1 F2f -5
138BaF	A12	-1	-	36	X	-1	-	36	11627.2650015537	6766.48134156939	11701.0720068	73.807005246272	0.00457516471131915	6766.48134156939	0	pQ12(35)-1,-1	A12 v=0 35 34  1 F1e -1 - X v=0 35 36  1 F2f -1
138BaF	A12	25	-	12	X	25	-	12	11627.2650015537	4229050.83848087	11701.0720068	73.807005246272	2.85947794457447	4229050.83848087	0	pQ12(35)25,25	A12 v=0 35 34  1 F1e 25 - X v=0 35 36  1 F2f 25
138BaF	A12	-3	-	34	X	-1	-	36	11627.2650015537	4371146.94665383	11701.0720068	73.807005246272	2.95555640351217	4371146.94665383	0	pQ12(35)-3,-1	A12 v=0 35 34  1 F1e -3 - X v=0 35 36  1 F2f -1
138BaF	A12	-11	-	26	X	-9	-	28	11627.2650015537	4046355.8422585	11701.0720068	73.807005246272	2.73594849736885	4046355.8422585	0	pQ12(35)-11,-9	A12 v=0 35 34  1 F1e -11 - X v=0 35 36  1 F2f -9
138BaF	A12	-27	-	10	X	-27	-	10	11627.2650015537	4932764.89800409	11701.0720068	73.807005246272	3.33529507455166	4932764.89800409	0	pQ12(35)-27,-27	A12 v=0 35 34  1 F1e -27 - X v=0 35 36  1 F2f -27
138BaF	A12	15	-	22	X	15	-	22	11627.2650015537	1522458.30185311	11701.0720068	73.807005246272	1.02941206004681	1522458.30185311	0	pQ12(35)15,15	A12 v=0 35 34  1 F1e 15 - X v=0 35 36  1 F2f 15
138BaF	A12	11	-	26	X	11	-	26	11627.2650015537	818744.242329896	11701.0720068	73.807005246272	0.553594930069618	818744.242329896	0	pQ12(35)11,11	A12 v=0 35 34  1 F1e 11 - X v=0 35 36  1 F2f 11
138BaF	A12	27	-	10	X	27	-	10	11627.2650015537	4932764.89800409	11701.0720068	73.807005246272	3.33529507455166	4932764.89800409	0	pQ12(35)27,27	A12 v=0 35 34  1 F1e 27 - X v=0 35 36  1 F2f 27
138BaF	A12	-19	-	18	X	-17	-	20	11627.2650015537	3288509.93200272	11701.0720068	73.807005246272	2.22353004970111	3288509.93200272	0	pQ12(35)-19,-17	A12 v=0 35 34  1 F1e -19 - X v=0 35 36  1 F2f -17
138BaF	A12	-5	-	32	X	-5	-	32	11627.2650015537	169162.033539235	11701.0720068	73.807005246272	0.114379117782979	169162.033539235	0	pQ12(35)-5,-5	A12 v=0 35 34  1 F1e -5 - X v=0 35 36  1 F2f -5
138BaF	A12	-35	-	2	X	-35	-	2	11627.2650015537	8288939.6434225	11701.0720068	73.807005246272	5.60457677136596	8288939.6434225	0	pQ12(35)-35,-35	A12 v=0 35 34  1 F1e -35 - X v=0 35 36  1 F2f -35
138BaF	A12	9	-	28	X	7	-	30	11627.2650015537	4168152.50640674	11701.0720068	73.807005246272	2.8183014621726	4168152.50640674	0	pQ12(35)9,7	A12 v=0 35 34  1 F1e  9 - X v=0 35 36  1 F2f  7
138BaF	A12	-19	-	18	X	-19	-	18	11627.2650015537	2442699.76430655	11701.0720068	73.807005246272	1.65163446078621	2442699.76430655	0	pQ12(35)-19,-19	A12 v=0 35 34  1 F1e -19 - X v=0 35 36  1 F2f -19
138BaF	A12	23	-	14	X	25	-	12	11627.2650015537	2435933.28296498	11701.0720068	73.807005246272	1.64705929607489	2435933.28296498	0	pQ12(35)23,25	A12 v=0 35 34  1 F1e 23 - X v=0 35 36  1 F2f 25
138BaF	A12	1	-	36	X	-1	-	36	11627.2650015537	4384679.90933696	11701.0720068	73.807005246272	2.96470673293481	4384679.90933696	0	pQ12(35)1,-1	A12 v=0 35 34  1 F1e  1 - X v=0 35 36  1 F2f -1
138BaF	A12	-13	-	24	X	-13	-	24	11627.2650015537	1143535.34672523	11701.0720068	73.807005246272	0.773202836212937	1143535.34672523	0	pQ12(35)-13,-13	A12 v=0 35 34  1 F1e -13 - X v=0 35 36  1 F2f -13
138BaF	A12	-15	-	22	X	-15	-	22	11627.2650015537	1522458.30185311	11701.0720068	73.807005246272	1.02941206004681	1522458.30185311	0	pQ12(35)-15,-15	A12 v=0 35 34  1 F1e -15 - X v=0 35 36  1 F2f -15
138BaF	A12	-9	-	28	X	-9	-	28	11627.2650015537	548084.988667121	11701.0720068	73.807005246272	0.370588341616851	548084.988667121	0	pQ12(35)-9,-9	A12 v=0 35 34  1 F1e -9 - X v=0 35 36  1 F2f -9
138BaF	A12	-7	-	30	X	-9	-	28	11627.2650015537	4168152.50640674	11701.0720068	73.807005246272	2.8183014621726	4168152.50640674	0	pQ12(35)-7,-9	A12 v=0 35 34  1 F1e -7 - X v=0 35 36  1 F2f -9
138BaF	A12	-35	-	2	X	-33	-	4	11627.2650015537	473653.693909857	11701.0720068	73.807005246272	0.320261529792341	473653.693909857	0	pQ12(35)-35,-33	A12 v=0 35 34  1 F1e -35 - X v=0 35 36  1 F2f -33
138BaF	A12	17	-	20	X	15	-	22	11627.2650015537	3518570.29761608	11701.0720068	73.807005246272	2.37908564988596	3518570.29761608	0	pQ12(35)17,15	A12 v=0 35 34  1 F1e 17 - X v=0 35 36  1 F2f 15
138BaF	A12	29	-	8	X	31	-	6	11627.2650015537	1339763.30563074	11701.0720068	73.807005246272	0.905882612841193	1339763.30563074	0	pQ12(35)29,31	A12 v=0 35 34  1 F1e 29 - X v=0 35 36  1 F2f 31
138BaF	A12	-33	-	4	X	-31	-	6	11627.2650015537	920241.462453437	11701.0720068	73.807005246272	0.622222400739405	920241.462453437	0	pQ12(35)-33,-31	A12 v=0 35 34  1 F1e -33 - X v=0 35 36  1 F2f -31
138BaF	A12	-31	-	6	X	-33	-	4	11627.2650015537	920241.462453437	11701.0720068	73.807005246272	0.622222400739405	920241.462453437	0	pQ12(35)-31,-33	A12 v=0 35 34  1 F1e -31 - X v=0 35 36  1 F2f -33
138BaF	A12	7	-	30	X	7	-	30	11627.2650015537	331557.5857369	11701.0720068	73.807005246272	0.224183070854639	331557.5857369	0	pQ12(35)7,7	A12 v=0 35 34  1 F1e  7 - X v=0 35 36  1 F2f  7
138BaF	A12	25	-	12	X	23	-	14	11627.2650015537	2435933.28296498	11701.0720068	73.807005246272	1.64705929607489	2435933.28296498	0	pQ12(35)25,23	A12 v=0 35 34  1 F1e 25 - X v=0 35 36  1 F2f 23
138BaF	A12	-33	-	4	X	-33	-	4	11627.2650015537	7368698.18096907	11701.0720068	73.807005246272	4.98235437062656	7368698.18096907	0	pQ12(35)-33,-33	A12 v=0 35 34  1 F1e -33 - X v=0 35 36  1 F2f -33
138BaF	A12	-5	-	32	X	-7	-	30	11627.2650015537	4262883.24518872	11701.0720068	73.807005246272	2.88235376813107	4262883.24518872	0	pQ12(35)-5,-7	A12 v=0 35 34  1 F1e -5 - X v=0 35 36  1 F2f -7
138BaF	A12	-21	-	16	X	-23	-	14	11627.2650015537	2747191.42467717	11701.0720068	73.807005246272	1.85751687279558	2747191.42467717	0	pQ12(35)-21,-23	A12 v=0 35 34  1 F1e -21 - X v=0 35 36  1 F2f -23
138BaF	A12	-25	-	12	X	-25	-	12	11627.2650015537	4229050.83848087	11701.0720068	73.807005246272	2.85947794457447	4229050.83848087	0	pQ12(35)-25,-25	A12 v=0 35 34  1 F1e -25 - X v=0 35 36  1 F2f -25
138BaF	A12	33	-	4	X	31	-	6	11627.2650015537	920241.462453437	11701.0720068	73.807005246272	0.622222400739405	920241.462453437	0	pQ12(35)33,31	A12 v=0 35 34  1 F1e 33 - X v=0 35 36  1 F2f 31
138BaF	A12	-17	-	20	X	-19	-	18	11627.2650015537	3288509.93200272	11701.0720068	73.807005246272	2.22353004970111	3288509.93200272	0	pQ12(35)-17,-19	A12 v=0 35 34  1 F1e -17 - X v=0 35 36  1 F2f -19
138BaF	A12	-1	-	36	X	1	-	36	11627.2650015537	4384679.90933696	11701.0720068	73.807005246272	2.96470673293481	4384679.90933696	0	pQ12(35)-1,1	A12 v=0 35 34  1 F1e -1 - X v=0 35 36  1 F2f  1
138BaF	A12	-29	-	8	X	-29	-	8	11627.2650015537	5690610.80825986	11701.0720068	73.807005246272	3.84771352221941	5690610.80825986	0	pQ12(35)-29,-29	A12 v=0 35 34  1 F1e -29 - X v=0 35 36  1 F2f -29
138BaF	A12	-21	-	16	X	-21	-	16	11627.2650015537	2984018.2716321	11701.0720068	73.807005246272	2.01764763769175	2984018.2716321	0	pQ12(35)-21,-21	A12 v=0 35 34  1 F1e -21 - X v=0 35 36  1 F2f -21
138BaF	A12	13	-	24	X	11	-	26	11627.2650015537	3897493.25274397	11701.0720068	73.807005246272	2.63529487371983	3897493.25274397	0	pQ12(35)13,11	A12 v=0 35 34  1 F1e 13 - X v=0 35 36  1 F2f 11
138BaF	A12	11	-	26	X	13	-	24	11627.2650015537	3897493.25274397	11701.0720068	73.807005246272	2.63529487371983	3897493.25274397	0	pQ12(35)11,13	A12 v=0 35 34  1 F1e 11 - X v=0 35 36  1 F2f 13
138BaF	A12	15	-	22	X	17	-	20	11627.2650015537	3518570.29761608	11701.0720068	73.807005246272	2.37908564988596	3518570.29761608	0	pQ12(35)15,17	A12 v=0 35 34  1 F1e 15 - X v=0 35 36  1 F2f 17
138BaF	A12	-33	-	4	X	-35	-	2	11627.2650015537	473653.693909857	11701.0720068	73.807005246272	0.320261529792341	473653.693909857	0	pQ12(35)-33,-35	A12 v=0 35 34  1 F1e -33 - X v=0 35 36  1 F2f -35
138BaF	A12	-5	-	32	X	-3	-	34	11627.2650015537	4330548.05860441	11701.0720068	73.807005246272	2.92810541524426	4330548.05860441	0	pQ12(35)-5,-3	A12 v=0 35 34  1 F1e -5 - X v=0 35 36  1 F2f -3
138BaF	A12	5	-	32	X	7	-	30	11627.2650015537	4262883.24518872	11701.0720068	73.807005246272	2.88235376813107	4262883.24518872	0	pQ12(35)5,7	A12 v=0 35 34  1 F1e  5 - X v=0 35 36  1 F2f  7
138BaF	A12	-27	-	10	X	-29	-	8	11627.2650015537	1732219.22344176	11701.0720068	73.807005246272	1.1712421660977	1732219.22344176	0	pQ12(35)-27,-29	A12 v=0 35 34  1 F1e -27 - X v=0 35 36  1 F2f -29
138BaF	A12	23	-	14	X	21	-	16	11627.2650015537	2747191.42467717	11701.0720068	73.807005246272	1.85751687279558	2747191.42467717	0	pQ12(35)23,21	A12 v=0 35 34  1 F1e 23 - X v=0 35 36  1 F2f 21
138BaF	A12	19	-	18	X	19	-	18	11627.2650015537	2442699.76430655	11701.0720068	73.807005246272	1.65163446078621	2442699.76430655	0	pQ12(35)19,19	A12 v=0 35 34  1 F1e 19 - X v=0 35 36  1 F2f 19
138BaF	A12	1	-	36	X	1	-	36	11627.2650015537	6766.48134156939	11701.0720068	73.807005246272	0.00457516471131915	6766.48134156939	0	pQ12(35)1,1	A12 v=0 35 34  1 F1e  1 - X v=0 35 36  1 F2f  1
138BaF	A12	31	-	6	X	31	-	6	11627.2650015537	6502588.56924819	11701.0720068	73.807005246272	4.39673328757771	6502588.56924819	0	pQ12(35)31,31	A12 v=0 35 34  1 F1e 31 - X v=0 35 36  1 F2f 31
138BaF	A12	-7	-	30	X	-7	-	30	11627.2650015537	331557.5857369	11701.0720068	73.807005246272	0.224183070854639	331557.5857369	0	pQ12(35)-7,-7	A12 v=0 35 34  1 F1e -7 - X v=0 35 36  1 F2f -7
138BaF	A12	31	-	6	X	33	-	4	11627.2650015537	920241.462453437	11701.0720068	73.807005246272	0.622222400739405	920241.462453437	0	pQ12(35)31,33	A12 v=0 35 34  1 F1e 31 - X v=0 35 36  1 F2f 33
138BaF	A12	7	-	30	X	5	-	32	11627.2650015537	4262883.24518872	11701.0720068	73.807005246272	2.88235376813107	4262883.24518872	0	pQ12(35)7,5	A12 v=0 35 34  1 F1e  7 - X v=0 35 36  1 F2f  5
138BaF	A12	21	-	16	X	23	-	14	11627.2650015537	2747191.42467717	11701.0720068	73.807005246272	1.85751687279558	2747191.42467717	0	pQ12(35)21,23	A12 v=0 35 34  1 F1e 21 - X v=0 35 36  1 F2f 23
138BaF	A12	19	-	18	X	17	-	20	11627.2650015537	3288509.93200272	11701.0720068	73.807005246272	2.22353004970111	3288509.93200272	0	pQ12(35)19,17	A12 v=0 35 34  1 F1e 19 - X v=0 35 36  1 F2f 17
138BaF	A12	-25	-	12	X	-23	-	14	11627.2650015537	2435933.28296498	11701.0720068	73.807005246272	1.64705929607489	2435933.28296498	0	pQ12(35)-25,-23	A12 v=0 35 34  1 F1e -25 - X v=0 35 36  1 F2f -23
138BaF	A12	17	-	20	X	17	-	20	11627.2650015537	1955513.10771355	11701.0720068	73.807005246272	1.32222260157124	1955513.10771355	0	pQ12(35)17,17	A12 v=0 35 34  1 F1e 17 - X v=0 35 36  1 F2f 17
138BaF	A12	25	-	12	X	27	-	10	11627.2650015537	2097609.21588651	11701.0720068	73.807005246272	1.41830106050894	2097609.21588651	0	pQ12(35)25,27	A12 v=0 35 34  1 F1e 25 - X v=0 35 36  1 F2f 27
138BaF	A12	-9	-	28	X	-11	-	26	11627.2650015537	4046355.8422585	11701.0720068	73.807005246272	2.73594849736885	4046355.8422585	0	pQ12(35)-9,-11	A12 v=0 35 34  1 F1e -9 - X v=0 35 36  1 F2f -11
138BaF	A12	27	-	10	X	25	-	12	11627.2650015537	2097609.21588651	11701.0720068	73.807005246272	1.41830106050894	2097609.21588651	0	pQ12(35)27,25	A12 v=0 35 34  1 F1e 27 - X v=0 35 36  1 F2f 25
138BaF	A12	-23	-	14	X	-25	-	12	11627.2650015537	2435933.28296498	11701.0720068	73.807005246272	1.64705929607489	2435933.28296498	0	pQ12(35)-23,-25	A12 v=0 35 34  1 F1e -23 - X v=0 35 36  1 F2f -25
138BaF	A12	5	-	32	X	5	-	32	11627.2650015537	169162.033539235	11701.0720068	73.807005246272	0.114379117782979	169162.033539235	0	pQ12(35)5,5	A12 v=0 35 34  1 F1e  5 - X v=0 35 36  1 F2f  5
138BaF	A12	-17	-	20	X	-15	-	22	11627.2650015537	3518570.29761608	11701.0720068	73.807005246272	2.37908564988596	3518570.29761608	0	pQ12(35)-17,-15	A12 v=0 35 34  1 F1e -17 - X v=0 35 36  1 F2f -15
138BaF	A12	-15	-	22	X	-17	-	20	11627.2650015537	3518570.29761608	11701.0720068	73.807005246272	2.37908564988596	3518570.29761608	0	pQ12(35)-15,-17	A12 v=0 35 34  1 F1e -15 - X v=0 35 36  1 F2f -17
138BaF	A12	3	-	34	X	1	-	36	11627.2650015537	4371146.94665383	11701.0720068	73.807005246272	2.95555640351217	4371146.94665383	0	pQ12(35)3,1	A12 v=0 35 34  1 F1e  3 - X v=0 35 36  1 F2f  1
138BaF	A12	-11	-	26	X	-13	-	24	11627.2650015537	3897493.25274397	11701.0720068	73.807005246272	2.63529487371983	3897493.25274397	0	pQ12(35)-11,-13	A12 v=0 35 34  1 F1e -11 - X v=0 35 36  1 F2f -13
138BaF	A12	17	-	20	X	19	-	18	11627.2650015537	3288509.93200272	11701.0720068	73.807005246272	2.22353004970111	3288509.93200272	0	pQ12(35)17,19	A12 v=0 35 34  1 F1e 17 - X v=0 35 36  1 F2f 19
138BaF	A12	-31	-	6	X	-29	-	8	11627.2650015537	1339763.30563074	11701.0720068	73.807005246272	0.905882612841193	1339763.30563074	0	pQ12(35)-31,-29	A12 v=0 35 34  1 F1e -31 - X v=0 35 36  1 F2f -29
138BaF	A12	-21	-	16	X	-19	-	18	11627.2650015537	3031383.64102309	11701.0720068	73.807005246272	2.04967379067098	3031383.64102309	0	pQ12(35)-21,-19	A12 v=0 35 34  1 F1e -21 - X v=0 35 36  1 F2f -19
138BaF	A12	33	-	4	X	33	-	4	11627.2650015537	7368698.18096907	11701.0720068	73.807005246272	4.98235437062656	7368698.18096907	0	pQ12(35)33,33	A12 v=0 35 34  1 F1e 33 - X v=0 35 36  1 F2f 33
138BaF	A12	-13	-	24	X	-11	-	26	11627.2650015537	3897493.25274397	11701.0720068	73.807005246272	2.63529487371983	3897493.25274397	0	pQ12(35)-13,-11	A12 v=0 35 34  1 F1e -13 - X v=0 35 36  1 F2f -11
138BaF	A12	5	-	32	X	3	-	34	11627.2650015537	4330548.05860441	11701.0720068	73.807005246272	2.92810541524426	4330548.05860441	0	pQ12(35)5,3	A12 v=0 35 34  1 F1e  5 - X v=0 35 36  1 F2f  3
138BaF	A12	-23	-	14	X	-23	-	14	11627.2650015537	3579468.62969021	11701.0720068	73.807005246272	2.42026213228783	3579468.62969021	0	pQ12(35)-23,-23	A12 v=0 35 34  1 F1e -23 - X v=0 35 36  1 F2f -23
138BaF	A12	33	-	4	X	35	-	2	11627.2650015537	473653.693909857	11701.0720068	73.807005246272	0.320261529792341	473653.693909857	0	pQ12(35)33,35	A12 v=0 35 34  1 F1e 33 - X v=0 35 36  1 F2f 35
138BaF	A12	3	-	34	X	3	-	34	11627.2650015537	60898.3320741245	11701.0720068	73.807005246272	0.0411764824018724	60898.3320741245	0	pQ12(35)3,3	A12 v=0 35 34  1 F1e  3 - X v=0 35 36  1 F2f  3
138BaF	A12	35	-	2	X	33	-	4	11627.2650015537	473653.693909857	11701.0720068	73.807005246272	0.320261529792341	473653.693909857	0	pQ12(35)35,33	A12 v=0 35 34  1 F1e 35 - X v=0 35 36  1 F2f 33
138BaF	A12	1	-	36	X	3	-	34	11627.2650015537	4371146.94665383	11701.0720068	73.807005246272	2.95555640351217	4371146.94665383	0	pQ12(35)1,3	A12 v=0 35 34  1 F1e  1 - X v=0 35 36  1 F2f  3
138BaF	A12	3	-	34	X	5	-	32	11627.2650015537	4330548.05860441	11701.0720068	73.807005246272	2.92810541524426	4330548.05860441	0	pQ12(35)3,5	A12 v=0 35 34  1 F1e  3 - X v=0 35 36  1 F2f  5
138BaF	A12	-9	-	28	X	-7	-	30	11627.2650015537	4168152.50640674	11701.0720068	73.807005246272	2.8183014621726	4168152.50640674	0	pQ12(35)-9,-7	A12 v=0 35 34  1 F1e -9 - X v=0 35 36  1 F2f -7
