Molecule	Upper Manifold	M'	Sym'	#'	Lower Manifold	M"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
138BaF	A12	7	-	33	X	7	-	33	11630.1994491188	268686.183589343	11712.2587052	82.0592560812	0.181535014522705	268686.183589343	0	qQ1(39)7,7	A12 v=0 39 38  1 F1f  7 - X v=0 39 38  1 F1e  7
138BaF	A12	-23	-	17	X	-23	-	17	11630.1994491188	2900714.10446454	11712.2587052	82.0592560812	1.95983719760226	2900714.10446454	0	qQ1(39)-23,-23	A12 v=0 39 38  1 F1f -23 - X v=0 39 38  1 F1e -23
138BaF	A12	-29	-	11	X	-29	-	11	11630.1994491188	4611532.25303342	11712.2587052	82.0592560812	3.11573361660398	4611532.25303342	0	qQ1(39)-29,-29	A12 v=0 39 38  1 F1f -29 - X v=0 39 38  1 F1e -29
138BaF	A12	-27	-	13	X	-25	-	15	11630.1994491188	2533326.87384238	11712.2587052	82.0592560812	1.71161585121408	2533326.87384238	0	qQ1(39)-27,-25	A12 v=0 39 38  1 F1f -27 - X v=0 39 38  1 F1e -25
138BaF	A12	35	-	5	X	37	-	3	11630.1994491188	833475.508277146	11712.2587052	82.0592560812	0.563129024641861	833475.508277146	0	qQ1(39)35,37	A12 v=0 39 38  1 F1f 35 - X v=0 39 38  1 F1e 37
138BaF	A12	-39	-	1	X	-39	-	1	11630.1994491188	8340238.47427328	11712.2587052	82.0592560812	5.63499504263335	8340238.47427328	0	qQ1(39)-39,-39	A12 v=0 39 38  1 F1f -39 - X v=0 39 38  1 F1e -39
138BaF	A12	31	-	9	X	31	-	9	11630.1994491188	5269539.23325222	11712.2587052	82.0592560812	3.56030916237387	5269539.23325222	0	qQ1(39)31,31	A12 v=0 39 38  1 F1f 31 - X v=0 39 38  1 F1e 31
138BaF	A12	33	-	7	X	33	-	7	11630.1994491188	5971413.34548561	11712.2587052	82.0592560812	4.03452307786175	5971413.34548561	0	qQ1(39)33,33	A12 v=0 39 38  1 F1f 33 - X v=0 39 38  1 F1e 33
138BaF	A12	21	-	19	X	19	-	21	11630.1994491188	3290034.901094	11712.2587052	82.0592560812	2.22287772884945	3290034.901094	0	qQ1(39)21,19	A12 v=0 39 38  1 F1f 21 - X v=0 39 38  1 F1e 19
138BaF	A12	-35	-	5	X	-33	-	7	11630.1994491188	1217312.91340478	11712.2587052	82.0592560812	0.822464759674296	1217312.91340478	0	qQ1(39)-35,-33	A12 v=0 39 38  1 F1f -35 - X v=0 39 38  1 F1e -33
138BaF	A12	13	-	27	X	15	-	25	11630.1994491188	3849340.83427998	11712.2587052	82.0592560812	2.60076694275386	3849340.83427998	0	qQ1(39)13,15	A12 v=0 39 38  1 F1f 13 - X v=0 39 38  1 F1e 15
138BaF	A12	-37	-	3	X	-35	-	5	11630.1994491188	833475.508277146	11712.2587052	82.0592560812	0.563129024641861	833475.508277146	0	qQ1(39)-37,-35	A12 v=0 39 38  1 F1f -37 - X v=0 39 38  1 F1e -35
138BaF	A12	9	-	31	X	11	-	29	11630.1994491188	4112543.6263675	11712.2587052	82.0592560812	2.77859716106181	4112543.6263675	0	qQ1(39)9,11	A12 v=0 39 38  1 F1f  9 - X v=0 39 38  1 F1e 11
138BaF	A12	-3	-	37	X	-3	-	37	11630.1994491188	49350.52351641	11712.2587052	82.0592560812	0.0333431659327417	49350.52351641	0	qQ1(39)-3,-3	A12 v=0 39 38  1 F1f -3 - X v=0 39 38  1 F1e -3
138BaF	A12	5	-	35	X	3	-	37	11630.1994491188	4342846.06944408	11712.2587052	82.0592560812	2.93419860208127	4342846.06944408	0	qQ1(39)5,3	A12 v=0 39 38  1 F1f  5 - X v=0 39 38  1 F1e  3
138BaF	A12	-25	-	15	X	-27	-	13	11630.1994491188	2533326.87384238	11712.2587052	82.0592560812	1.71161585121408	2533326.87384238	0	qQ1(39)-25,-27	A12 v=0 39 38  1 F1f -25 - X v=0 39 38  1 F1e -27
138BaF	A12	15	-	25	X	17	-	23	11630.1994491188	3684839.08922528	11712.2587052	82.0592560812	2.48962305631138	3684839.08922528	0	qQ1(39)15,17	A12 v=0 39 38  1 F1f 15 - X v=0 39 38  1 F1e 17
138BaF	A12	-13	-	27	X	-13	-	27	11630.1994491188	926693.163808143	11712.2587052	82.0592560812	0.626110560292595	926693.163808143	0	qQ1(39)-13,-13	A12 v=0 39 38  1 F1f -13 - X v=0 39 38  1 F1e -13
138BaF	A12	25	-	15	X	27	-	13	11630.1994491188	2533326.87384238	11712.2587052	82.0592560812	1.71161585121408	2533326.87384238	0	qQ1(39)25,27	A12 v=0 39 38  1 F1f 25 - X v=0 39 38  1 F1e 27
138BaF	A12	-7	-	33	X	-5	-	35	11630.1994491188	4288012.15442584	11712.2587052	82.0592560812	2.89715063993378	4288012.15442584	0	qQ1(39)-7,-5	A12 v=0 39 38  1 F1f -7 - X v=0 39 38  1 F1e -5
138BaF	A12	-13	-	27	X	-11	-	29	11630.1994491188	3991909.01332738	11712.2587052	82.0592560812	2.69709164433733	3991909.01332738	0	qQ1(39)-13,-11	A12 v=0 39 38  1 F1f -13 - X v=0 39 38  1 F1e -11
138BaF	A12	-9	-	31	X	-11	-	29	11630.1994491188	4112543.6263675	11712.2587052	82.0592560812	2.77859716106181	4112543.6263675	0	qQ1(39)-9,-11	A12 v=0 39 38  1 F1f -9 - X v=0 39 38  1 F1e -11
138BaF	A12	-21	-	19	X	-19	-	21	11630.1994491188	3290034.901094	11712.2587052	82.0592560812	2.22287772884945	3290034.901094	0	qQ1(39)-21,-19	A12 v=0 39 38  1 F1f -21 - X v=0 39 38  1 F1e -19
138BaF	A12	-35	-	5	X	-35	-	5	11630.1994491188	6717154.58973358	11712.2587052	82.0592560812	4.53837536306762	6717154.58973358	0	qQ1(39)-35,-35	A12 v=0 39 38  1 F1f -35 - X v=0 39 38  1 F1e -35
138BaF	A12	-33	-	7	X	-33	-	7	11630.1994491188	5971413.34548561	11712.2587052	82.0592560812	4.03452307786175	5971413.34548561	0	qQ1(39)-33,-33	A12 v=0 39 38  1 F1f -33 - X v=0 39 38  1 F1e -33
138BaF	A12	35	-	5	X	35	-	5	11630.1994491188	6717154.58973358	11712.2587052	82.0592560812	4.53837536306762	6717154.58973358	0	qQ1(39)35,35	A12 v=0 39 38  1 F1f 35 - X v=0 39 38  1 F1e 35
138BaF	A12	11	-	29	X	9	-	31	11630.1994491188	4112543.6263675	11712.2587052	82.0592560812	2.77859716106181	4112543.6263675	0	qQ1(39)11,9	A12 v=0 39 38  1 F1f 11 - X v=0 39 38  1 F1e  9
138BaF	A12	-17	-	23	X	-15	-	25	11630.1994491188	3684839.08922528	11712.2587052	82.0592560812	2.48962305631138	3684839.08922528	0	qQ1(39)-17,-15	A12 v=0 39 38  1 F1f -17 - X v=0 39 38  1 F1e -15
138BaF	A12	3	-	37	X	1	-	39	11630.1994491188	4375746.41845502	11712.2587052	82.0592560812	2.95642737936977	4375746.41845502	0	qQ1(39)3,1	A12 v=0 39 38  1 F1f  3 - X v=0 39 38  1 F1e  1
138BaF	A12	39	-	1	X	39	-	1	11630.1994491188	8340238.47427328	11712.2587052	82.0592560812	5.63499504263335	8340238.47427328	0	qQ1(39)39,39	A12 v=0 39 38  1 F1f 39 - X v=0 39 38  1 F1e 39
138BaF	A12	31	-	9	X	33	-	7	11630.1994491188	1579216.75252512	11712.2587052	82.0592560812	1.06698130984774	1579216.75252512	0	qQ1(39)31,33	A12 v=0 39 38  1 F1f 31 - X v=0 39 38  1 F1e 33
138BaF	A12	-19	-	21	X	-19	-	21	11630.1994491188	1979504.33215822	11712.2587052	82.0592560812	1.33743143352442	1979504.33215822	0	qQ1(39)-19,-19	A12 v=0 39 38  1 F1f -19 - X v=0 39 38  1 F1e -19
138BaF	A12	37	-	3	X	39	-	1	11630.1994491188	427704.53714222	11712.2587052	82.0592560812	0.288974104750428	427704.53714222	0	qQ1(39)37,39	A12 v=0 39 38  1 F1f 37 - X v=0 39 38  1 F1e 39
138BaF	A12	11	-	29	X	11	-	29	11630.1994491188	663490.371720623	11712.2587052	82.0592560812	0.448280341984639	663490.371720623	0	qQ1(39)11,11	A12 v=0 39 38  1 F1f 11 - X v=0 39 38  1 F1e 11
138BaF	A12	-17	-	23	X	-17	-	23	11630.1994491188	1584700.14402694	11712.2587052	82.0592560812	1.07068610606248	1584700.14402694	0	qQ1(39)-17,-17	A12 v=0 39 38  1 F1f -17 - X v=0 39 38  1 F1e -17
138BaF	A12	-33	-	7	X	-35	-	5	11630.1994491188	1217312.91340478	11712.2587052	82.0592560812	0.822464759674296	1217312.91340478	0	qQ1(39)-33,-35	A12 v=0 39 38  1 F1f -33 - X v=0 39 38  1 F1e -35
138BaF	A12	-25	-	15	X	-23	-	17	11630.1994491188	2807496.44893354	11712.2587052	82.0592560812	1.89685566195153	2807496.44893354	0	qQ1(39)-25,-23	A12 v=0 39 38  1 F1f -25 - X v=0 39 38  1 F1e -23
138BaF	A12	23	-	17	X	23	-	17	11630.1994491188	2900714.10446454	11712.2587052	82.0592560812	1.95983719760226	2900714.10446454	0	qQ1(39)23,23	A12 v=0 39 38  1 F1f 23 - X v=0 39 38  1 F1e 23
138BaF	A12	-19	-	21	X	-21	-	19	11630.1994491188	3290034.901094	11712.2587052	82.0592560812	2.22287772884945	3290034.901094	0	qQ1(39)-19,-21	A12 v=0 39 38  1 F1f -19 - X v=0 39 38  1 F1e -21
138BaF	A12	1	-	39	X	3	-	37	11630.1994491188	4375746.41845502	11712.2587052	82.0592560812	2.95642737936977	4375746.41845502	0	qQ1(39)1,3	A12 v=0 39 38  1 F1f  1 - X v=0 39 38  1 F1e  3
138BaF	A12	-29	-	11	X	-31	-	9	11630.1994491188	1919187.02563817	11712.2587052	82.0592560812	1.29667867516218	1919187.02563817	0	qQ1(39)-29,-31	A12 v=0 39 38  1 F1f -29 - X v=0 39 38  1 F1e -31
138BaF	A12	-3	-	37	X	-5	-	35	11630.1994491188	4342846.06944408	11712.2587052	82.0592560812	2.93419860208127	4342846.06944408	0	qQ1(39)-3,-5	A12 v=0 39 38  1 F1f -3 - X v=0 39 38  1 F1e -5
138BaF	A12	17	-	23	X	17	-	23	11630.1994491188	1584700.14402694	11712.2587052	82.0592560812	1.07068610606248	1584700.14402694	0	qQ1(39)17,17	A12 v=0 39 38  1 F1f 17 - X v=0 39 38  1 F1e 17
138BaF	A12	5	-	35	X	5	-	35	11630.1994491188	137084.787545583	11712.2587052	82.0592560812	0.092619905368727	137084.787545583	0	qQ1(39)5,5	A12 v=0 39 38  1 F1f  5 - X v=0 39 38  1 F1e  5
138BaF	A12	-11	-	29	X	-11	-	29	11630.1994491188	663490.371720623	11712.2587052	82.0592560812	0.448280341984639	663490.371720623	0	qQ1(39)-11,-11	A12 v=0 39 38  1 F1f -11 - X v=0 39 38  1 F1e -11
138BaF	A12	-27	-	13	X	-29	-	11	11630.1994491188	2237223.73274392	11712.2587052	82.0592560812	1.51155685561763	2237223.73274392	0	qQ1(39)-27,-29	A12 v=0 39 38  1 F1f -27 - X v=0 39 38  1 F1e -29
138BaF	A12	-23	-	17	X	-21	-	19	11630.1994491188	3059732.45801742	11712.2587052	82.0592560812	2.06727628782999	3059732.45801742	0	qQ1(39)-23,-21	A12 v=0 39 38  1 F1f -23 - X v=0 39 38  1 F1e -21
138BaF	A12	17	-	23	X	19	-	21	11630.1994491188	3498403.77816328	11712.2587052	82.0592560812	2.36365998500991	3498403.77816328	0	qQ1(39)17,19	A12 v=0 39 38  1 F1f 17 - X v=0 39 38  1 F1e 19
138BaF	A12	25	-	15	X	23	-	17	11630.1994491188	2807496.44893354	11712.2587052	82.0592560812	1.89685566195153	2807496.44893354	0	qQ1(39)25,23	A12 v=0 39 38  1 F1f 25 - X v=0 39 38  1 F1e 23
138BaF	A12	-1	-	39	X	-3	-	37	11630.1994491188	4375746.41845502	11712.2587052	82.0592560812	2.95642737936977	4375746.41845502	0	qQ1(39)-1,-3	A12 v=0 39 38  1 F1f -1 - X v=0 39 38  1 F1e -3
138BaF	A12	-33	-	7	X	-31	-	9	11630.1994491188	1579216.75252512	11712.2587052	82.0592560812	1.06698130984774	1579216.75252512	0	qQ1(39)-33,-31	A12 v=0 39 38  1 F1f -33 - X v=0 39 38  1 F1e -31
138BaF	A12	21	-	19	X	23	-	17	11630.1994491188	3059732.45801742	11712.2587052	82.0592560812	2.06727628782999	3059732.45801742	0	qQ1(39)21,23	A12 v=0 39 38  1 F1f 21 - X v=0 39 38  1 F1e 23
138BaF	A12	15	-	25	X	13	-	27	11630.1994491188	3849340.83427998	11712.2587052	82.0592560812	2.60076694275386	3849340.83427998	0	qQ1(39)15,13	A12 v=0 39 38  1 F1f 15 - X v=0 39 38  1 F1e 13
138BaF	A12	-3	-	37	X	-1	-	39	11630.1994491188	4375746.41845502	11712.2587052	82.0592560812	2.95642737936977	4375746.41845502	0	qQ1(39)-3,-1	A12 v=0 39 38  1 F1f -3 - X v=0 39 38  1 F1e -1
138BaF	A12	-31	-	9	X	-33	-	7	11630.1994491188	1579216.75252512	11712.2587052	82.0592560812	1.06698130984774	1579216.75252512	0	qQ1(39)-31,-33	A12 v=0 39 38  1 F1f -31 - X v=0 39 38  1 F1e -33
138BaF	A12	25	-	15	X	25	-	15	11630.1994491188	3427119.68863958	11712.2587052	82.0592560812	2.31549763421818	3427119.68863958	0	qQ1(39)25,25	A12 v=0 39 38  1 F1f 25 - X v=0 39 38  1 F1e 25
138BaF	A12	-29	-	11	X	-27	-	13	11630.1994491188	2237223.73274392	11712.2587052	82.0592560812	1.51155685561763	2237223.73274392	0	qQ1(39)-29,-27	A12 v=0 39 38  1 F1f -29 - X v=0 39 38  1 F1e -27
138BaF	A12	3	-	37	X	3	-	37	11630.1994491188	49350.52351641	11712.2587052	82.0592560812	0.0333431659327417	49350.52351641	0	qQ1(39)3,3	A12 v=0 39 38  1 F1f  3 - X v=0 39 38  1 F1e  3
138BaF	A12	-15	-	25	X	-15	-	25	11630.1994491188	1233763.08791025	11712.2587052	82.0592560812	0.833579148318543	1233763.08791025	0	qQ1(39)-15,-15	A12 v=0 39 38  1 F1f -15 - X v=0 39 38  1 F1e -15
138BaF	A12	-7	-	33	X	-9	-	31	11630.1994491188	4211244.67340032	11712.2587052	82.0592560812	2.8452834929273	4211244.67340032	0	qQ1(39)-7,-9	A12 v=0 39 38  1 F1f -7 - X v=0 39 38  1 F1e -9
138BaF	A12	37	-	3	X	35	-	5	11630.1994491188	833475.508277146	11712.2587052	82.0592560812	0.563129024641861	833475.508277146	0	qQ1(39)37,35	A12 v=0 39 38  1 F1f 37 - X v=0 39 38  1 F1e 35
138BaF	A12	-25	-	15	X	-25	-	15	11630.1994491188	3427119.68863958	11712.2587052	82.0592560812	2.31549763421818	3427119.68863958	0	qQ1(39)-25,-25	A12 v=0 39 38  1 F1f -25 - X v=0 39 38  1 F1e -25
138BaF	A12	1	-	39	X	1	-	39	11630.1994491188	5483.39150182333	11712.2587052	82.0592560812	0.00370479621474908	5483.39150182333	0	qQ1(39)1,1	A12 v=0 39 38  1 F1f  1 - X v=0 39 38  1 F1e  1
138BaF	A12	-5	-	35	X	-5	-	35	11630.1994491188	137084.787545583	11712.2587052	82.0592560812	0.092619905368727	137084.787545583	0	qQ1(39)-5,-5	A12 v=0 39 38  1 F1f -5 - X v=0 39 38  1 F1e -5
138BaF	A12	5	-	35	X	7	-	33	11630.1994491188	4288012.15442584	11712.2587052	82.0592560812	2.89715063993378	4288012.15442584	0	qQ1(39)5,7	A12 v=0 39 38  1 F1f  5 - X v=0 39 38  1 F1e  7
138BaF	A12	19	-	21	X	19	-	21	11630.1994491188	1979504.33215822	11712.2587052	82.0592560812	1.33743143352442	1979504.33215822	0	qQ1(39)19,19	A12 v=0 39 38  1 F1f 19 - X v=0 39 38  1 F1e 19
138BaF	A12	29	-	11	X	27	-	13	11630.1994491188	2237223.73274392	11712.2587052	82.0592560812	1.51155685561763	2237223.73274392	0	qQ1(39)29,27	A12 v=0 39 38  1 F1f 29 - X v=0 39 38  1 F1e 27
138BaF	A12	33	-	7	X	31	-	9	11630.1994491188	1579216.75252512	11712.2587052	82.0592560812	1.06698130984774	1579216.75252512	0	qQ1(39)33,31	A12 v=0 39 38  1 F1f 33 - X v=0 39 38  1 F1e 31
138BaF	A12	13	-	27	X	11	-	29	11630.1994491188	3991909.01332738	11712.2587052	82.0592560812	2.69709164433733	3991909.01332738	0	qQ1(39)13,11	A12 v=0 39 38  1 F1f 13 - X v=0 39 38  1 F1e 11
138BaF	A12	13	-	27	X	13	-	27	11630.1994491188	926693.163808143	11712.2587052	82.0592560812	0.626110560292595	926693.163808143	0	qQ1(39)13,13	A12 v=0 39 38  1 F1f 13 - X v=0 39 38  1 F1e 13
138BaF	A12	-15	-	25	X	-17	-	23	11630.1994491188	3684839.08922528	11712.2587052	82.0592560812	2.48962305631138	3684839.08922528	0	qQ1(39)-15,-17	A12 v=0 39 38  1 F1f -15 - X v=0 39 38  1 F1e -17
138BaF	A12	-23	-	17	X	-25	-	15	11630.1994491188	2807496.44893354	11712.2587052	82.0592560812	1.89685566195153	2807496.44893354	0	qQ1(39)-23,-25	A12 v=0 39 38  1 F1f -23 - X v=0 39 38  1 F1e -25
138BaF	A12	7	-	33	X	5	-	35	11630.1994491188	4288012.15442584	11712.2587052	82.0592560812	2.89715063993378	4288012.15442584	0	qQ1(39)7,5	A12 v=0 39 38  1 F1f  7 - X v=0 39 38  1 F1e  5
138BaF	A12	-35	-	5	X	-37	-	3	11630.1994491188	833475.508277146	11712.2587052	82.0592560812	0.563129024641861	833475.508277146	0	qQ1(39)-35,-37	A12 v=0 39 38  1 F1f -35 - X v=0 39 38  1 F1e -37
138BaF	A12	-5	-	35	X	-7	-	33	11630.1994491188	4288012.15442584	11712.2587052	82.0592560812	2.89715063993378	4288012.15442584	0	qQ1(39)-5,-7	A12 v=0 39 38  1 F1f -5 - X v=0 39 38  1 F1e -7
138BaF	A12	-19	-	21	X	-17	-	23	11630.1994491188	3498403.77816328	11712.2587052	82.0592560812	2.36365998500991	3498403.77816328	0	qQ1(39)-19,-17	A12 v=0 39 38  1 F1f -19 - X v=0 39 38  1 F1e -17
138BaF	A12	27	-	13	X	29	-	11	11630.1994491188	2237223.73274392	11712.2587052	82.0592560812	1.51155685561763	2237223.73274392	0	qQ1(39)27,29	A12 v=0 39 38  1 F1f 27 - X v=0 39 38  1 F1e 29
138BaF	A12	-21	-	19	X	-21	-	19	11630.1994491188	2418175.65230409	11712.2587052	82.0592560812	1.63381513070435	2418175.65230409	0	qQ1(39)-21,-21	A12 v=0 39 38  1 F1f -21 - X v=0 39 38  1 F1e -21
138BaF	A12	-1	-	39	X	1	-	39	11630.1994491188	4386713.20145866	11712.2587052	82.0592560812	2.96383697179927	4386713.20145866	0	qQ1(39)-1,1	A12 v=0 39 38  1 F1f -1 - X v=0 39 38  1 F1e  1
138BaF	A12	33	-	7	X	35	-	5	11630.1994491188	1217312.91340478	11712.2587052	82.0592560812	0.822464759674296	1217312.91340478	0	qQ1(39)33,35	A12 v=0 39 38  1 F1f 33 - X v=0 39 38  1 F1e 35
138BaF	A12	-5	-	35	X	-3	-	37	11630.1994491188	4342846.06944408	11712.2587052	82.0592560812	2.93419860208127	4342846.06944408	0	qQ1(39)-5,-3	A12 v=0 39 38  1 F1f -5 - X v=0 39 38  1 F1e -3
138BaF	A12	-11	-	29	X	-13	-	27	11630.1994491188	3991909.01332738	11712.2587052	82.0592560812	2.69709164433733	3991909.01332738	0	qQ1(39)-11,-13	A12 v=0 39 38  1 F1f -11 - X v=0 39 38  1 F1e -13
